"Time"	csiR	csiD	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA
6400	0.7200939	0.0146596	0.1191553	0.0596572	0.2712096	0.1748714	0.7974515	0.3211952	0.6629922	0.7185743
6450	0.6443276	0.0165964	0.0957567	0.0589411	0.2765208	0.2321403	0.6901119	0.3118975	0.5746897	0.8891699
6500	0.7086266	0.0333748	0.2932928	0.0790386	0.2489200	0.2136130	0.6904995	0.3065327	0.7263986	0.7587043
6550	0.7844510	0.0232040	0.2412802	0.0864592	0.2459820	0.2927874	0.7977892	0.3024671	0.6521327	0.7084471
6600	0.7078672	0.0337433	0.1412166	0.1210421	0.2741703	0.2441680	0.7611475	0.3592582	0.6200776	0.8175938
6650	0.6803815	0.0512491	0.1796817	0.1461652	0.2944274	0.1742498	0.5857636	0.3917492	0.6785242	0.7004498
6700	0.6665392	0.0499997	0.1895224	0.1144392	0.2907866	0.1227480	0.8015367	0.3767468	0.8376477	0.8126804
6750	0.6903268	0.0425792	0.2087961	0.1287251	0.3061635	0.1600659	0.5773519	0.3276323	0.6917069	0.5348647
6800	0.6704874	0.0264110	0.1423212	0.1112227	0.2848482	0.1674576	0.7519147	0.1969111	0.5335609	0.6193411
6850	0.7285203	0.0256275	0.1704359	0.1011196	0.3160246	0.2215355	0.5942338	0.2457248	0.5811180	0.7727248
6900	0.7580409	0.0327507	0.1054604	0.0971608	0.3493269	0.2025504	0.6572051	0.3166531	0.6705223	0.7697711
6950	0.6548833	0.0374593	0.1645146	0.1069464	0.3418539	0.2168220	0.9902507	0.3215979	0.5594441	0.7031077
7000	0.7550125	0.0300238	0.1236364	0.1012191	0.3048141	0.2394651	0.8260086	0.2376347	0.5659445	0.5809313
7050	0.7018179	0.0313683	0.1140433	0.0765656	0.1988026	0.1627253	0.6487600	0.3237096	0.6066881	0.6589753
7100	0.7476231	0.0434485	0.1454862	0.0877935	0.2071113	0.2264462	0.8283657	0.2758175	0.5876123	0.7386702
7150	0.8236781	0.0429746	0.1042001	0.0774091	0.2847069	0.2342541	0.7906678	0.3429086	0.6523459	0.7716189
7200	0.5801719	0.0192614	0.1976463	0.0969637	0.2611864	0.2959531	0.5708847	0.3796811	0.6850974	0.7174972
7250	0.6859064	0.0407656	0.1565263	0.1014910	0.2420474	0.1955646	0.6622253	0.3748077	0.6617788	0.7882598
7300	0.6980463	0.0450676	0.1901032	0.1025697	0.2867283	0.2460731	0.5754164	0.2821938	0.5659996	0.6999493
7350	0.7117591	0.0285564	0.1937912	0.0730123	0.3316335	0.2002494	0.8090336	0.2775600	0.5722467	0.6974345
7400	0.7481085	0.0116280	0.1941676	0.1311960	0.2815451	0.2343898	0.6753341	0.3366313	0.6063172	0.7829893
7450	0.7024485	0.0294798	0.1063874	0.1624037	0.3203717	0.1738442	0.7639199	0.2924905	0.5988146	0.6415139
7500	0.6619824	0.0293271	0.1247055	0.1988416	0.2500305	0.2608607	0.6853616	0.3812736	0.6873324	0.6647593
7550	0.7247509	0.0198649	0.1401373	0.1123458	0.2707509	0.1807568	0.7184778	0.3221981	0.5470880	0.6597660
7600	0.7129991	0.0337905	0.2198932	0.0980237	0.2528111	0.3043634	0.7677353	0.2343538	0.7187129	0.7164167
7650	0.7549853	0.0377474	0.2076167	0.1462210	0.3443624	0.2205139	0.7567846	0.3864124	0.6021188	0.6311361
7700	0.8157587	0.0519753	0.1442612	0.1165873	0.3251112	0.1812112	0.7547755	0.3683327	0.5768375	0.7284431
7750	0.7395037	0.0440024	0.1810328	0.0667933	0.3132126	0.2835874	0.7304444	0.3254518	0.5885106	0.7799947
7800	0.7160831	0.0332091	0.1367662	0.1270970	0.2961237	0.3464643	0.6354565	0.2942492	0.7728315	0.6270570
7850	0.7586883	0.0191114	0.2008285	0.0528873	0.2443107	0.2511053	0.6390774	0.2820731	0.7502531	0.7801187
7900	0.8573317	0.0567098	0.1848621	0.1516582	0.2701178	0.2496898	0.7359665	0.2563875	0.7470468	0.7206880
7950	0.6852352	0.0327392	0.1575708	0.1368176	0.4148078	0.2152330	0.7040827	0.2794041	0.5930771	0.6402765
8000	0.6839699	0.0242808	0.1276583	0.1105929	0.3111554	0.2310939	0.6728170	0.3104855	0.6231294	0.6100266
8050	0.5586195	0.0319329	0.1470573	0.1315460	0.2760503	0.1776488	0.7384301	0.2866324	0.5857538	0.7554287
8100	0.7126304	0.0498679	0.1660869	0.0923448	0.3198763	0.1458019	0.7467396	0.3326298	0.6204153	0.8064296
8150	0.6135997	0.1088647	0.1420804	0.1085521	0.2524806	0.1670819	0.7278854	0.2859153	0.8524453	0.6301039
8200	0.6140836	0.0422115	0.1319586	0.1335559	0.2208247	0.1866679	0.5872632	0.3309157	0.6897981	0.7819850
8250	0.6454957	0.0832690	0.1720010	0.0850579	0.2855731	0.1644746	0.7709215	0.3730377	0.6710893	0.7300474
8300	0.7527721	0.0307389	0.1911421	0.1627533	0.3001217	0.3178149	0.7939775	0.2827803	0.5901730	0.6007511
8350	0.7035822	0.0527316	0.1854268	0.1021268	0.3624731	0.2883638	0.7311937	0.3227078	0.6040337	0.8067213
8400	0.7252710	0.0550493	0.1302587	0.1540402	0.3316754	0.2465089	0.7340146	0.2153568	0.6175013	0.6451230
8450	0.8594852	0.0342533	0.1621037	0.1140198	0.3051273	0.1760031	0.6720281	0.3722616	0.6222113	0.6702561
8500	0.7014565	0.0229066	0.1150954	0.0968689	0.2215682	0.2276683	0.7132182	0.3054150	0.6978025	0.7738340
8550	0.7480729	0.0230909	0.1535913	0.1072631	0.2840096	0.2407918	0.7585464	0.2510488	0.7192198	0.5979491
8600	0.8314029	0.0251180	0.1479120	0.1037336	0.2860368	0.2239013	0.6691184	0.2401742	0.6617553	0.7030710
8650	0.7509295	0.0529734	0.1215147	0.0911869	0.2297785	0.2091008	0.5935557	0.2447654	0.6073869	0.7746050
8700	0.6513917	0.0512928	0.1709863	0.0467909	0.1906933	0.2806559	0.7524119	0.3406013	0.6632369	0.7298641
8750	0.6421056	0.0253138	0.0974841	0.0716861	0.3339620	0.3092530	0.6463694	0.3955541	0.5725144	0.6336939
8800	0.7255181	0.0221732	0.1932644	0.0701644	0.2387975	0.1988021	0.7120159	0.3122233	0.7097481	0.7563250
8850	0.7433073	0.0187363	0.1613225	0.1010173	0.3028804	0.2325818	0.7035667	0.2856177	0.4980949	0.6546484
8900	0.8036524	0.0279296	0.1072206	0.0647390	0.2662199	0.2756275	0.6494156	0.2152545	0.5918390	0.7052348
8950	0.7507544	0.0306999	0.0875014	0.0448291	0.2109974	0.1693589	0.7270778	0.3259751	0.5301571	0.8044832
9000	0.7271755	0.0237416	0.1561453	0.0926079	0.2499167	0.2284394	0.6767897	0.2511355	0.6908499	0.7358638
9050	0.8060596	0.0253411	0.1425556	0.0852752	0.2796907	0.1987773	0.5390833	0.3035011	0.5618036	0.6156803
9100	0.8547844	0.0607569	0.1742027	0.0884685	0.2936458	0.1644746	0.6170088	0.2591187	0.7277300	0.8289662
9150	0.7308546	0.0560597	0.2060568	0.0963945	0.1801932	0.2130910	0.7193824	0.3390555	0.6788355	0.7455037
9200	0.6688936	0.0416574	0.1930502	0.1057776	0.3034353	0.1877831	0.8238288	0.3789222	0.5894934	0.6138330
9250	0.7855468	0.0527281	0.1762838	0.2037432	0.3279559	0.2509642	0.7630600	0.3108613	0.6368515	0.6637340
9300	0.6370034	0.0231804	0.2125055	0.0755506	0.2611449	0.2214009	0.9095432	0.2850187	0.6801895	0.6270406
9350	0.7274556	0.0429710	0.1586562	0.0858128	0.3422758	0.1866452	0.8158719	0.2422002	0.6872458	0.7307577
9400	0.7972866	0.0270402	0.1401897	0.0533630	0.3080973	0.1749649	0.7163003	0.3093833	0.5698986	0.8839128
9450	0.7485038	0.0376290	0.1695293	0.0716535	0.2868352	0.2960172	0.7221260	0.3025563	0.7507616	0.7350409
9500	0.8214650	0.0210092	0.1852782	0.0555937	0.2555278	0.2654238	0.7614598	0.2948542	0.6733653	0.8184781
9550	0.8258213	0.0197101	0.1485725	0.0766979	0.2754204	0.1812551	0.7096311	0.3903984	0.7395613	0.5942080
9600	0.7296737	0.0466193	0.1835782	0.1284109	0.2907427	0.2056895	0.7249881	0.3553899	0.7933565	0.6169889
9650	0.7102512	0.0565148	0.1558314	0.0833393	0.3101783	0.1950160	0.7663693	0.3303919	0.6407787	0.6456445
9700	0.8174637	0.0640457	0.1970628	0.0456576	0.2997961	0.2694053	0.7149651	0.2925602	0.6268307	0.7194584
9750	0.6892423	0.0305094	0.1449666	0.1327858	0.3213639	0.2943021	0.6855148	0.2975836	0.5910553	0.6998101
9800	0.6618924	0.0501319	0.1585724	0.0796193	0.2834282	0.2233292	0.5689145	0.2516840	0.6237968	0.7028309
9850	0.6167964	0.0277902	0.2619967	0.0644945	0.2953708	0.1826889	0.7401811	0.3078513	0.6603512	0.6717907
9900	0.6518440	0.0249630	0.1401329	0.0969372	0.2554631	0.1874646	0.8484646	0.2126677	0.6695879	0.6586015
9950	0.8168682	0.0337900	0.1465574	0.0474089	0.2588647	0.2221060	0.6357283	0.2649716	0.6652226	0.6478894
10000	0.6280001	0.0254411	0.0649550	0.1005529	0.2226241	0.1532240	0.7081890	0.3053511	0.6639699	0.7871151

0	0.7202328	0.0269097	0.1840786	0.1506076	0.2437748	0.1914457	0.8305687	0.4496710	0.7377130	0.7361656
50	0.6620832	0.4859344	0.4034808	0.3137410	0.5450303	0.1920227	0.6197394	0.1819750	0.6414511	0.3696724
100	0.7460331	0.6254912	0.6157390	0.4529444	0.4744198	0.2046439	0.6232509	0.1254275	0.5955374	0.2646858
150	0.7201747	0.5384428	0.5301182	0.4897682	0.6442664	0.1986576	0.7216062	0.0967469	0.6189078	0.2707794
200	0.8035426	0.6493687	0.5187196	0.5953294	0.5451162	0.1988662	0.6549251	0.0631302	0.6096887	0.2310810
250	0.9083430	0.7339743	0.5036780	0.6329518	0.6235339	0.1865187	0.7549163	0.1720901	0.7287950	0.3810269
300	0.6919677	0.5606579	0.6025893	0.6668130	0.5502312	0.1748197	0.7103172	0.1216972	0.6792705	0.2528934
350	0.7180602	0.6412002	0.4828212	0.7505408	0.7233274	0.2169481	0.6044185	0.0974591	0.7452082	0.3357746
400	0.6392565	0.7180139	0.6409463	0.6611817	0.7061893	0.1837533	0.7565871	0.0734231	0.7504237	0.3669830
450	0.8106935	0.6062601	0.5188962	0.6068402	0.6237726	0.1500476	0.7498233	0.0896988	0.8205724	0.2293123
500	0.6797924	0.6392900	0.3762016	0.6086590	0.5497412	0.3061204	0.7301109	0.1764962	0.7116008	0.3836968
550	0.7410614	0.6338995	0.4743451	0.6361467	0.5511375	0.2253349	0.7706650	0.0630280	0.6696504	0.2867656
600	0.6612844	0.7529170	0.4620894	0.6365334	0.7317283	0.2363030	0.5664566	0.1157478	0.6284462	0.3360520
650	0.7067110	0.5975993	0.4236813	0.5918179	0.5569304	0.2233945	0.6739407	0.1064509	0.7505147	0.2951964
700	0.8322352	0.6264573	0.6434791	0.6189874	0.5894740	0.1560566	0.6187001	0.1009409	0.5989985	0.2761709
750	0.7251322	0.6913883	0.5784976	0.6063612	0.5429953	0.2492234	0.8452854	0.0774435	0.6427017	0.2798188
800	0.5874059	0.6232296	0.4728531	0.5935891	0.5514691	0.1884988	0.6210745	0.0789223	0.6571751	0.2653155
850	0.6068307	0.5088198	0.5072459	0.4451828	0.6924544	0.2788526	0.6218364	0.0949625	0.5799131	0.3045029
900	0.7578672	0.6144302	0.6026828	0.5612149	0.5679683	0.3388513	0.7826465	0.1135137	0.7168591	0.2586765
950	0.6938563	0.4884985	0.4553412	0.5726303	0.9367456	0.2055060	0.7734073	0.0625212	0.6343857	0.3464089
1000	0.6856254	0.5847488	0.6183443	0.6354822	0.5549220	0.2262137	0.6931386	0.0622662	0.7116713	0.3206147
1050	0.5874044	0.6538183	0.5384196	0.5426365	0.6855552	0.2126110	0.6383965	0.0808639	0.7558128	0.3702407
1100	0.7371873	0.5998565	0.4790496	0.7197755	0.6111452	0.1953344	0.7743100	0.0774294	0.7752664	0.3155640
1150	0.6435029	0.5076563	0.5549824	0.5510384	0.6938598	0.2072484	0.7231252	0.0757917	0.6582976	0.3102124
1200	0.7824874	0.5000186	0.5140850	0.4940556	0.6085724	0.1466491	0.7268274	0.1418118	0.7476046	0.2982010
1250	0.6647639	0.6243558	0.5324237	0.5557120	0.6505521	0.2718146	0.7430875	0.1131372	0.6634226	0.3110474
1300	0.5894670	0.5722771	0.5400358	0.6131904	0.6074988	0.1978456	0.7188999	0.0967687	0.7102097	0.2768356
1350	0.7072617	0.6849904	0.5433519	0.6530163	0.6160910	0.2254468	0.6743141	0.0974840	0.8060376	0.3532470
1400	0.7773473	0.6375745	0.5795197	0.6313136	0.6188458	0.2256477	0.6750071	0.0837148	0.6635216	0.4343612
1450	0.6629583	0.6327174	0.7194331	0.5852291	0.4684531	0.1927502	0.7642759	0.0840334	0.6146892	0.4163832
1500	0.7122752	0.5451249	0.5293745	0.6297572	0.6278017	0.2116714	0.8127888	0.1005091	0.6747276	0.2885985
1550	0.7778894	0.5559254	0.6388903	0.6260649	0.6239129	0.2025493	0.6350389	0.0548856	0.6130710	0.2607308
1600	0.6495021	0.5691850	0.4741128	0.6295670	0.5210508	0.1748878	0.6456490	0.0952916	0.7085870	0.2733543
1650	0.7708787	0.5381561	0.6497925	0.5346002	0.5892529	0.2781244	0.7793039	0.0828932	0.6211647	0.3039200
1700	0.6564114	0.6463307	0.5559161	0.5125221	0.6335595	0.2661982	0.6821272	0.1000930	0.7540608	0.3152260
1750	0.5970958	0.5683493	0.5200418	0.5470781	0.8425041	0.2787052	0.8750022	0.0982631	0.6375028	0.2837443
1800	0.6782755	0.6189694	0.5617582	0.5468698	0.4881450	0.1861175	0.6693120	0.1279845	0.6952160	0.3913432
1850	0.8270520	0.6907878	0.4853989	0.6246713	0.5545690	0.2394521	0.6379255	0.1103841	0.6778914	0.2714216
1900	0.6850959	0.5709484	0.4914754	0.5399927	0.6864364	0.2410270	0.6959646	0.0764418	0.6912653	0.2721083
1950	0.6728116	0.5713981	0.5391745	0.6362971	0.5513519	0.2297682	0.8281717	0.1097782	0.6601084	0.3623382
2000	0.7636009	0.6152348	0.5597854	0.5457501	0.6769562	0.2330998	0.7673024	0.0835796	0.6381575	0.3619487
2050	0.6414854	0.5747086	0.5419982	0.5491391	0.5920870	0.1781453	0.6728085	0.1147706	0.6596186	0.3731004
2100	0.7258606	0.5548552	0.5507829	0.5552611	0.6172589	0.2426425	0.7597369	0.1642679	0.6143727	0.3057118
2150	0.6648785	0.6006701	0.4839402	0.5697896	0.5945614	0.2245220	0.6799004	0.0983719	0.7398775	0.2655761
2200	0.7676447	0.6005203	0.6609457	0.5773428	0.4981388	0.2670529	0.6900879	0.0860540	0.7066089	0.3637223
2250	0.6804102	0.6703910	0.6377782	0.6784305	0.5804003	0.1955866	0.7462802	0.0981515	0.7406512	0.2774195
2300	0.7336667	0.6200737	0.5577453	0.5900983	0.5893030	0.2255093	0.7294346	0.1401262	0.7745978	0.3438010
2350	0.7225310	0.6105984	0.5364826	0.6436001	0.5790770	0.2557595	0.6773011	0.1258486	0.6715425	0.3243421
2400	0.7469739	0.5422398	0.5728079	0.7212374	0.6270178	0.2670025	0.6364915	0.0842859	0.6605491	0.2512425
2450	0.8277154	0.5992161	0.6174835	0.5363473	0.5524358	0.2429963	0.7025194	0.1229733	0.6428609	0.3134275
2500	0.6746746	0.5097545	0.5531534	0.5411990	0.5963771	0.2089491	0.6924770	0.1062296	0.6858152	0.3845651
2550	0.7411677	0.5837335	0.5544384	0.5820541	0.6123110	0.2411888	0.6617818	0.1503925	0.6699441	0.3054539
2600	0.7374521	0.6727068	0.5064667	0.6502151	0.6912260	0.2515927	0.6224754	0.1117279	0.7432159	0.3220007
2650	0.7713133	0.6131409	0.5583691	0.5873366	0.6396494	0.2239578	0.8243212	0.1146362	0.6513584	0.2615259
2700	0.7034136	0.5412405	0.5220565	0.5736619	0.6456937	0.1510494	0.6265399	0.1620809	0.6260110	0.2749704
2750	0.6187913	0.5307453	0.4597248	0.6277197	0.7754219	0.2263785	0.7131759	0.1275310	0.5874422	0.2615992
2800	0.6090220	0.5371430	0.5556913	0.5389501	0.6338644	0.1947232	0.6528314	0.0856428	0.6261692	0.2845450
2850	0.8649864	0.6281115	0.5645191	0.5967080	0.6021453	0.2263059	0.6570284	0.0844376	0.6524393	0.3351579
2900	0.6601606	0.6226631	0.5560722	0.5210228	0.5901200	0.2108375	0.7454327	0.1035427	0.7060128	0.3893841
2950	0.6686681	0.5259008	0.4497153	0.5652061	0.6009166	0.2296495	0.7560535	0.0845520	0.8194801	0.3006512
3000	0.8710350	0.5041319	0.5875608	0.7626231	0.5743982	0.1771082	0.7454976	0.0475185	0.7371904	0.1948093
3050	0.8202944	0.6173707	0.5913781	0.5693695	0.5846892	0.1918358	0.7566092	0.0903094	0.6156069	0.2218857
3100	0.7895799	0.6452289	0.6435476	0.6321786	0.6059470	0.1707251	0.5783565	0.0439179	0.6694956	0.2877531
3150	0.7510222	0.6767973	0.5717616	0.6557971	0.6442956	0.2038340	0.7716789	0.0747023	0.5396378	0.2787980
3200	0.6642880	0.6508777	0.6083388	0.6893400	0.6026087	0.2809995	0.7367951	0.0555962	0.6457118	0.3200750
3250	0.6953691	0.6239487	0.5834977	0.5749083	0.5748483	0.1776408	0.6986966	0.0820618	0.7147472	0.2686669
3300	0.6920434	0.6447218	0.5088900	0.5711300	0.7025502	0.2166276	0.7017677	0.1203398	0.6897128	0.3215159
3350	0.6970508	0.6932679	0.6576197	0.5034697	0.5616178	0.2341417	0.6930406	0.0647795	0.6307329	0.3433216
3400	0.8680340	0.5875951	0.5563052	0.6105283	0.5193732	0.1643228	0.6713670	0.0731000	0.5804482	0.3687467
3450	0.7031858	0.6258830	0.6156449	0.6366410	0.5756021	0.2338695	0.7562784	0.0826542	0.6627500	0.2632930
3500	0.7025096	0.5893917	0.5852281	0.6287281	0.5295298	0.2552881	0.6707995	0.1141101	0.6448341	0.2452855
3550	0.7467682	0.5558445	0.6556995	0.7225327	0.5791764	0.1629045	0.8024985	0.0839944	0.6662996	0.2820740
3600	0.6804589	0.5997163	0.5611723	0.5982662	0.6794965	0.2331662	0.7548211	0.1286942	0.6609641	0.3461941
3650	0.7301989	0.5289779	0.5339158	0.5850634	0.6130212	0.2631082	0.7243203	0.0893337	0.6787855	0.3552247
3700	0.6827474	0.5947803	0.4509673	0.6373423	0.6258463	0.1715257	0.6141364	0.0922178	0.6393815	0.2673434
3750	0.6385139	0.6065024	0.4766349	0.5854592	0.4926107	0.2755847	0.6403995	0.0980589	0.6126700	0.3441064
3800	0.7458408	0.4614845	0.4597320	0.6310115	0.5898092	0.1956389	0.7043662	0.0707200	0.7851722	0.3308699
3850	0.7047565	0.5374327	0.4845950	0.7125620	0.5591645	0.2246375	0.6979218	0.0834637	0.6872705	0.3379011
3900	0.7920204	0.5761122	0.5810344	0.6622624	0.5843929	0.2825912	0.7589675	0.0867375	0.5971755	0.4467475
3950	0.7815232	0.4691679	0.6246564	0.6098215	0.4765696	0.1631127	0.7359000	0.0666336	0.6838041	0.2418191
4000	0.7521437	0.5844776	0.4837827	0.5074545	0.5696184	0.1798908	0.6542387	0.1171283	0.7046201	0.3050370
4050	0.5040084	0.5942690	0.6104093	0.6368936	0.6351307	0.2333044	0.7291514	0.1844449	0.7317247	0.2861948
4100	0.5831779	0.5774026	0.5694415	0.5691491	0.5789184	0.1733618	0.6055625	0.1159148	0.5812331	0.3263177
4150	0.6399440	0.4684845	0.5251222	0.6296801	0.5945463	0.2734536	0.7158149	0.0536915	0.7401103	0.2700397
4200	0.6973841	0.5506744	0.5074927	0.6240908	0.5362198	0.2563163	0.8285233	0.0939780	0.6223194	0.2893994
4250	0.6968739	0.5822391	0.5191867	0.6212538	0.7018733	0.2412331	0.6063549	0.1320994	0.6439069	0.2558072
4300	0.6396843	0.6457058	0.5399235	0.5983749	0.6597666	0.2566264	0.6090600	0.1054329	0.7183602	0.3306670
4350	0.6591991	0.5784530	0.5827206	0.5740644	0.6081778	0.2412442	0.7154650	0.0582797	0.6903863	0.3340834
4400	0.7866727	0.5204586	0.6114533	0.5919921	0.6253845	0.1614503	0.8806647	0.0716642	0.6546437	0.3350469
4450	0.7600650	0.6133920	0.4401317	0.5717380	0.6555622	0.2232637	0.6761171	0.1142290	0.7563912	0.2610132
4500	0.7163343	0.6785875	0.4299419	0.6473006	0.5909196	0.2271362	0.6750255	0.1052024	0.6655502	0.3132217
4550	0.6469571	0.6202384	0.5318757	0.6433796	0.6122977	0.1731298	0.6952843	0.0794313	0.7541127	0.2954818
4600	0.6387128	0.6005605	0.5129234	0.5606518	0.5501527	0.2166023	0.7906258	0.0625759	0.7017296	0.2520130
4650	0.7335191	0.5379602	0.5792479	0.7079351	0.6003011	0.2503408	0.5224630	0.1128875	0.7061877	0.4257201
4700	0.6107531	0.5241993	0.5057016	0.6085736	0.5693388	0.2538284	0.6121222	0.1141163	0.5992298	0.2575047
4750	0.7694944	0.7004860	0.6423620	0.6798755	0.5614368	0.2140713	0.6730494	0.1512244	0.6709276	0.3054265
4800	0.7065589	0.7022422	0.5275245	0.6813172	0.5696495	0.1533470	0.5267651	0.0676650	0.6626656	0.3675144
4850	0.7145213	0.6544692	0.5796172	0.6402897	0.6654397	0.1964509	0.5896959	0.0749632	0.8119943	0.2828862
4900	0.8219281	0.5849691	0.5173761	0.5882617	0.6428504	0.2080901	0.7341090	0.0729558	0.6855741	0.2557928
4950	0.6169896	0.5416960	0.4668292	0.7433073	0.6094215	0.2276874	0.7122669	0.0896485	0.7548189	0.3317712
5000	0.7983650	0.6351817	0.5189731	0.6670374	0.6456646	0.2752493	0.6064473	0.1408958	0.7272756	0.3807856
5050	0.6964601	0.1451214	0.2636537	0.5219821	0.5599297	0.2109941	0.9528260	0.1539619	0.5538021	0.7096154
5100	0.5831532	0.1236280	0.1472044	0.3282485	0.4198140	0.2377487	0.6913720	0.2352972	0.6303135	0.5817971
5150	0.6512715	0.0316515	0.1036839	0.2221609	0.2569326	0.1645850	0.6528881	0.2499580	0.5753420	0.6465619
5200	0.7933386	0.0213702	0.1450062	0.0995735	0.2019880	0.2195215	0.7520683	0.3425948	0.8086614	0.6052196
5250	0.7251423	0.0459987	0.1236147	0.0552138	0.3246732	0.2433277	0.7295611	0.4134474	0.6279681	0.7904169
5300	0.5879796	0.0358609	0.1590135	0.1300191	0.2270120	0.2461821	0.7242869	0.3879115	0.5954951	0.7185231
5350	0.6965689	0.0203201	0.1510334	0.1339533	0.3135313	0.1421822	0.6894341	0.4462340	0.6387112	0.6885262
5400	0.7551950	0.0546999	0.1859154	0.1021665	0.3784733	0.2440890	0.6825095	0.3415333	0.6748134	0.7630710
5450	0.5880869	0.0582312	0.2327134	0.1634323	0.3210809	0.2272423	0.7271758	0.2995730	0.6514801	0.7238135
5500	0.7330570	0.0482238	0.2646277	0.1532103	0.3628732	0.2507119	0.6840308	0.2287588	0.6456507	0.6816936
5550	0.8497188	0.0189410	0.1836917	0.1593378	0.3529292	0.2494140	0.6853626	0.3507495	0.5885430	0.7407943
5600	0.7893339	0.0379779	0.1329575	0.1515382	0.3047813	0.2492142	0.5797024	0.3430737	0.6355354	0.7660640
5650	0.8593847	0.0450204	0.1405633	0.1709385	0.3006412	0.1780362	0.6447602	0.3231137	0.6668604	0.6183033
5700	0.6603320	0.0586820	0.1698424	0.0941402	0.2414561	0.2324647	0.7505803	0.2718561	0.7044349	0.7122680
5750	0.6929339	0.0247874	0.2266892	0.1042635	0.3160253	0.2343049	0.8896597	0.3556427	0.7449682	0.6962426
5800	0.6936626	0.0198669	0.2176586	0.1103183	0.3263751	0.2545588	0.7169469	0.3685321	0.6033893	0.7433941
5850	0.6660628	0.0395278	0.1886460	0.1283131	0.3761351	0.3206363	0.6196182	0.2569193	0.6155255	0.5817609
5900	0.6854183	0.0290197	0.1631231	0.1267428	0.2823776	0.2164420	0.6222202	0.2447257	0.6988296	0.6693870
5950	0.5905588	0.0358961	0.2295589	0.1741745	0.3098976	0.2067953	0.6516600	0.3583101	0.6251084	0.7433228
6000	0.6623964	0.0366378	0.1526075	0.1012598	0.2984009	0.2351067	0.7562649	0.3082273	0.7071865	0.7622983
6050	0.6706528	0.0196682	0.1639889	0.2158494	0.2306686	0.1910404	0.7921358	0.2701496	0.5666406	0.6770008
6100	0.7049585	0.0344438	0.1438471	0.1056488	0.3100059	0.2385776	0.7425684	0.3486291	0.5236017	0.6811448
6150	0.7181526	0.0343053	0.1141553	0.1270258	0.2798226	0.2768594	0.6784394	0.2599571	0.5904653	0.6419738
6200	0.7462688	0.0379758	0.2110244	0.0883833	0.3265727	0.2160738	0.7175403	0.3761335	0.6188761	0.5972164
6250	0.7150151	0.0378946	0.1901317	0.0900658	0.3135139	0.2485231	0.6911265	0.2659492	0.6642607	0.7424277
6300	0.6603900	0.0636207	0.1378377	0.0908022	0.2437569	0.2100731	0.6890695	0.2658593	0.6550923	0.6764777
6350	0.7084419	0.0682866	0.1813016	0.0671920	0.2625046	0.3090165	0.6013491	0.3600309	0.4936218	0.7168891
6400	0.6856660	0.0289001	0.1058288	0.1336408	0.2799664	0.2111101	0.5726103	0.3285770	0.7083994	0.6604871
6450	0.6937463	0.0281174	0.1420572	0.0596509	0.2716936	0.1882017	0.7458429	0.3722297	0.7621756	0.6570143
6500	0.7542843	0.0286608	0.1180560	0.0619120	0.2069556	0.1801585	0.9367828	0.3267560	0.7322502	0.7075520
6550	0.6859297	0.0439552	0.1826094	0.0730182	0.2936948	0.2036887	0.7332481	0.3515522	0.7304770	0.8515280
6600	0.8106310	0.0353229	0.1286763	0.1104560	0.2685525	0.2080548	0.7793743	0.3662630	0.5513970	0.6501812
6650	0.8806014	0.0390015	0.2973845	0.1031658	0.2392328	0.2399696	0.7907429	0.3181478	0.6696240	0.5833084
6700	0.7365600	0.0397869	0.2291961	0.0928067	0.2406811	0.2685016	0.7231702	0.2482671	0.5998293	0.6448089
6750	0.7156060	0.0529858	0.1681638	0.0971777	0.3116119	0.1399836	0.6364198	0.2910829	0.6465733	0.7144923
6800	0.6877307	0.0264993	0.2015056	0.1201808	0.3583354	0.1989864	0.6536979	0.2621497	0.6855748	0.6849040
6850	0.6141358	0.0265276	0.1190996	0.1025971	0.2898353	0.2117311	0.6863282	0.2885219	0.5609867	0.5977438
6900	0.7097385	0.0481276	0.0920732	0.1335809	0.2381090	0.1727870	0.7040499	0.3153753	0.4672803	0.5990731
6950	0.7203126	0.0317307	0.1943253	0.1232519	0.2245777	0.3260337	0.6849470	0.2745906	0.6762678	0.7115603
7000	0.6728475	0.0339137	0.1370563	0.1011819	0.3102079	0.2017621	0.7109063	0.2871894	0.6363655	0.8345563
7050	0.6788042	0.0179699	0.1356414	0.1151727	0.2530246	0.2379721	0.6466890	0.3083271	0.7264708	0.7882707
7100	0.6763669	0.0306602	0.1563770	0.1089801	0.2180442	0.2417372	0.6740381	0.3754220	0.6039446	0.8033779
7150	0.6540365	0.0402949	0.1715309	0.0952261	0.2688303	0.1664489	0.6042155	0.3380909	0.6327626	0.6429748
7200	0.7184370	0.0572698	0.2022971	0.0730824	0.3210535	0.2081713	0.8312048	0.3575294	0.5690184	0.8015721
7250	0.6912849	0.0417919	0.1310797	0.0866027	0.2610517	0.2163015	0.8082149	0.2687692	0.5806440	0.6535477
7300	0.9216773	0.0201751	0.1267599	0.0782096	0.3423366	0.1477990	0.6436067	0.3454670	0.6175228	0.6617649
7350	0.7653879	0.0405123	0.1814832	0.0886747	0.2476625	0.2065491	0.6446596	0.3428641	0.7475501	0.6939577
